PeakID (cmd=annotatePeaks.pl repr_peaks_filtered.bed GRCh38.primary_assembly.genome.fa -gtf gencode.v45.primary_assembly.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
rep1_peak_3440	chr14	55051481	55051722	+	55	NA	promoter-TSS (ENST00000395468.9)	protein_coding-promoter-TSS (ENST00000395468.9)	-46	ENST00000554364.1	ENSG00000168175	ENST00000556515			MAPK1IP1L			protein_coding
rep1_peak_378	chr1	16666184	16666533	+	55	NA	TTS (ENST00000384782.1)	snRNA-TTS (ENST00000384782.1)	590	ENST00000384782.1	ENSG00000207513	ENST00000384782			RNU1-3			snRNA
rep1_peak_2345	chr11	74417397	74417583	+	55	NA	intron (ENST00000533008.1, intron 2 of 3)	lncRNA-intron (ENST00000531906.5, intron 2 of 2)	18253	ENST00000578416.1	ENSG00000264402	ENST00000578416			MIR548AL			miRNA
rep1_peak_942	chr1	146536154	146536336	+	55	NA	intron (ENST00000649458.1, intron 4 of 7)	lncRNA-intron (ENST00000648235.1, intron 2 of 11)	3418	ENST00000622298.1	ENSG00000274408	ENST00000622298			RNA5SP536			rRNA
rep1_peak_8358	chr3	14651556	14651764	+	55	NA	promoter-TSS (ENST00000303688.8)	protein_coding-promoter-TSS (ENST00000303688.8)	-102	ENST00000383794.7	ENSG00000154781	ENST00000465759			CCDC174			protein_coding
rep1_peak_4277	chr16	3509599	3509779	+	55	NA	promoter-TSS (ENST00000572600.5)	protein_coding-promoter-TSS (ENST00000572600.5)	-205	ENST00000572600.5	ENSG00000103351	ENST00000572600			CLUAP1			protein_coding
rep1_peak_11231	chr7	74993949	74994239	+	55	NA	intron (ENST00000616305.2, intron 1 of 8)	protein_coding-intron (ENST00000616305.2, intron 1 of 8)	-13794	ENST00000622472.1	ENSG00000274070	ENST00000616305			CASTOR2			protein_coding
rep1_peak_8161	chr22	28823001	28823177	+	55	NA	TTS (ENST00000422972.1)	lncRNA-TTS (ENST00000422972.1)	4758	ENST00000422972.1	ENSG00000226471	ENST00000692644			ENSG00000226471			lncRNA
rep1_peak_4631	chr16	54042469	54042655	+	55	NA	intron (ENST00000563879.2, intron 2 of 2)	protein_coding-intron (ENST00000268349.7, intron 2 of 2)	12021	ENST00000563879.2	ENSG00000261049	ENST00000563879			ENSG00000261049			lncRNA
rep1_peak_4695	chr16	70136694	70136879	+	55	NA	intron (ENST00000568530.5, intron 10 of 18)	protein_coding-intron (ENST00000288050.9, intron 10 of 18)	4853	ENST00000562100.5	ENSG00000090857	ENST00000565186			PDPR			protein_coding
rep1_peak_1005	chr1	151994038	151994363	+	55	NA	promoter-TSS (ENST00000368811.8)	protein_coding-promoter-TSS (ENST00000368811.8)	-331	ENST00000432386.1	ENSG00000229021	ENST00000432386			ENSG00000229021			lncRNA
rep1_peak_8421	chr3	40505971	40506203	+	55	NA	promoter-TSS (ENST00000314529.10)	protein_coding-promoter-TSS (ENST00000314529.10)	-21	ENST00000433723.2	ENSG00000177842	ENST00000433723			ZNF620			protein_coding
rep1_peak_1680	chr10	63712422	63712582	+	55	NA	intron (ENST00000444770.1, intron 2 of 2)	lncRNA-intron (ENST00000444770.1, intron 2 of 2)	47838	ENST00000444770.1	ENSG00000228566	ENST00000444770			ENSG00000228566			lncRNA
rep1_peak_8817	chr3	156674138	156674402	+	55	NA	promoter-TSS (ENST00000295924.12)	protein_coding-promoter-TSS (ENST00000295924.12)	108	ENST00000492937.1	ENSG00000243926	ENST00000463449			TIPARP-AS1			lncRNA
rep1_peak_6465	chr2	26244721	26244939	+	55	NA	promoter-TSS (ENST00000317799.10)	protein_coding-promoter-TSS (ENST00000317799.10)	82	ENST00000537713.5	ENSG00000138029	ENST00000545822			HADHB			protein_coding
rep1_peak_3987	chr15	69388350	69388549	+	55	NA	intron (ENST00000561153.5, intron 5 of 8)	protein_coding-intron (ENST00000340965.4, intron 3 of 6)	-2743	ENST00000560870.1	ENSG00000259645	ENST00000560870			ENSG00000259645			lncRNA
rep1_peak_1162	chr1	182604244	182604413	+	55	NA	promoter-TSS (ENST00000367558.6)	protein_coding-promoter-TSS (ENST00000367558.6)	61	ENST00000367558.6	ENSG00000143333	ENST00000367558			RGS16			protein_coding
rep1_peak_2726	chr12	53220968	53221177	+	55	NA	promoter-TSS (ENST00000338561.9)	protein_coding-promoter-TSS (ENST00000338561.9)	-659	ENST00000543726.1	ENSG00000172819	ENST00000550350			RARG			protein_coding
rep1_peak_4770	chr16	84806623	84806872	+	55	NA	Intergenic	Intergenic	-13238	ENST00000262424.10	ENSG00000103196	ENST00000565561			CRISPLD2			protein_coding
rep1_peak_7307	chr20	25057166	25057378	+	55	NA	intron (ENST00000432802.6, intron 1 of 11)	protein_coding-intron (ENST00000323482.9, intron 1 of 13)	867	ENST00000323482.9	ENSG00000154930	ENST00000376726			ACSS1			protein_coding
rep1_peak_6557	chr2	48111704	48111906	+	55	NA	promoter-TSS (ENST00000650693.1)	lncRNA-promoter-TSS (ENST00000650693.1)	-414	ENST00000650693.1	ENSG00000230773	ENST00000447571			ENSG00000230773			lncRNA
rep1_peak_2964	chr12	121352444	121352645	+	55	NA	promoter-TSS (ENST00000261819.8)	protein_coding-promoter-TSS (ENST00000261819.8)	-127	ENST00000536416.5	ENSG00000089053	ENST00000545801			ANAPC5			protein_coding
rep1_peak_12343	chr9	92115274	92115499	+	55	NA	promoter-TSS (ENST00000262554.7)	protein_coding-promoter-TSS (ENST00000262554.7)	-2	ENST00000689423.1	ENSG00000090054	ENST00000262554			SPTLC1			protein_coding
rep1_peak_2679	chr12	47949496	47949723	+	55	NA	Intergenic	Intergenic	-6561	ENST00000395324.6	ENSG00000111424	ENST00000550314			VDR			protein_coding
rep1_peak_7510	chr20	44521750	44522017	+	55	NA	intron (ENST00000468234.1, intron 1 of 2)	protein_coding-intron (ENST00000255175.5, intron 1 of 10)	171	ENST00000468234.1	ENSG00000132824	ENST00000411544			SERINC3			protein_coding
rep1_peak_7315	chr20	25548955	25549272	+	55	NA	intron (ENST00000278886.11, intron 1 of 23)	protein_coding-intron (ENST00000278886.11, intron 1 of 23)	-8711	ENST00000706725.1	ENSG00000101004	ENST00000706723			NINL			protein_coding
rep1_peak_264	chr1	1375185	1375405	+	55	NA	promoter-TSS (ENST00000321751.9)	protein_coding-promoter-TSS (ENST00000321751.9)	-88	ENST00000338338.10	ENSG00000175756	ENST00000338338			AURKAIP1			protein_coding
rep1_peak_8869	chr3	180912500	180912908	+	55	NA	promoter-TSS (ENST00000357559.9)	protein_coding-promoter-TSS (ENST00000357559.9)	19	ENST00000484958.5	ENSG00000114416	ENST00000481383			FXR1			protein_coding
rep1_peak_10040	chr5	175718892	175719057	+	55	NA	Intergenic	Intergenic	15076	ENST00000363778.1	ENSG00000200648	ENST00000363778			RNU6-226P			snRNA
rep1_peak_12521	chr9	129885930	129886062	+	55	NA	promoter-TSS (ENST00000688549.2)	lncRNA-promoter-TSS (ENST00000688549.2)	-122	ENST00000688549.2	ENSG00000288956	ENST00000688549			ENSG00000288956			lncRNA
rep1_peak_4276	chr16	3487890	3488327	+	55	NA	intron (ENST00000574423.2, intron 1 of 4)	lncRNA-intron (ENST00000574423.2, intron 1 of 4)	-2639	ENST00000622849.1	ENSG00000273776	ENST00000622849			MIR6126			miRNA
rep1_peak_1392	chr1	243255081	243255286	+	55	NA	promoter-TSS (ENST00000366541.8)	protein_coding-promoter-TSS (ENST00000366541.8)	33	ENST00000523581.1	ENSG00000143702	ENST00000518289			CEP170			protein_coding
rep1_peak_6459	chr2	25035617	25035883	+	55	NA	TTS (ENST00000428614.1)	lncRNA-TTS (ENST00000428614.1)	-6326	ENST00000403714.8	ENSG00000084710	ENST00000402191			EFR3B			protein_coding
rep1_peak_6964	chr2	164842216	164842399	+	55	NA	promoter-TSS (ENST00000342193.8)	protein_coding-promoter-TSS (ENST00000342193.8)	97	ENST00000491126.6	ENSG00000082438	ENST00000460238			COBLL1			protein_coding
rep1_peak_5367	chr17	72126538	72126735	+	55	NA	TTS (ENST00000245479.3)	protein_coding-TTS (ENST00000245479.3)	5616	ENST00000245479.3	ENSG00000125398	ENST00000245479			SOX9			protein_coding
rep1_peak_6473	chr2	27081317	27081499	+	55	NA	intron (ENST00000380320.9, intron 3 of 7)	protein_coding-intron (ENST00000380320.9, intron 3 of 7)	-2187	ENST00000433140.1	ENSG00000138080	ENST00000433140			EMILIN1			protein_coding
rep1_peak_5501	chr17	82458424	82458624	+	55	NA	promoter-TSS (ENST00000309794.16)	protein_coding-promoter-TSS (ENST00000309794.16)	-3	ENST00000579095.2	ENSG00000265458	ENST00000578344			NARF-AS2			lncRNA
rep1_peak_4262	chr16	2904292	2904547	+	55	NA	exon (ENST00000692441.2, exon 1 of 1)	lncRNA-exon (ENST00000692441.2, exon 1 of 1)	983	ENST00000692441.2	ENSG00000289222	ENST00000692441			ENSG00000289222			lncRNA
rep1_peak_3630	chr14	100059480	100059703	+	55	NA	intron (ENST00000554245.1, intron 1 of 1)	protein_coding-intron (ENST00000402714.6, intron 1 of 13)	-5826	ENST00000557023.1	ENSG00000196405	ENST00000554460			EVL			protein_coding
rep1_peak_161	KI270733.1	158961	159181	+	55	NA	Intergenic	Intergenic	-8147	ENST00000615130.1	ENSG00000276312	ENST00000615130			ENSG00000276312			misc_RNA
rep1_peak_11391	chr7	106070167	106070426	+	55	NA	Intergenic	Intergenic	22956	ENST00000460770.1	ENSG00000008282	ENST00000460770			SYPL1			protein_coding
rep1_peak_9531	chr5	17101272	17101443	+	55	NA	intron (ENST00000655365.1, intron 2 of 2)	protein_coding-intron (ENST00000606445.1, intron 2 of 3)	6432	ENST00000606282.1	ENSG00000271892	ENST00000606282			ENSG00000271892			lncRNA
rep1_peak_2462	chr11	118623352	118623546	+	55	NA	promoter-TSS (ENST00000617208.1)	protein_coding-promoter-TSS (ENST00000617208.1)	-635	ENST00000617208.1	ENSG00000019144	ENST00000620788			PHLDB1			protein_coding
rep1_peak_4486	chr16	30060890	30061125	+	54	NA	intron (ENST00000395248.6, intron 5 of 15)	protein_coding-intron (ENST00000338110.11, intron 4 of 13)	-3157	ENST00000562302.1	ENSG00000149925	ENST00000563987			ALDOA			protein_coding
rep1_peak_5308	chr17	59106302	59107161	+	54	NA	promoter-TSS (ENST00000393065.6)	protein_coding-promoter-TSS (ENST00000393065.6)	9	ENST00000577554.5	ENSG00000108395	ENST00000583387			TRIM37			protein_coding
rep1_peak_1518	chr10	27154363	27154457	+	54	NA	promoter-TSS (ENST00000326799.7)	protein_coding-promoter-TSS (ENST00000326799.7)	10	ENST00000613434.4	ENSG00000136758	ENST00000326799			YME1L1			protein_coding
rep1_peak_4249	chr16	2228558	2228766	+	53	NA	intron (ENST00000569796.1, intron 1 of 4)	protein_coding-intron (ENST00000301727.9, intron 2 of 13)	269	ENST00000569796.1	ENSG00000167967	ENST00000564930			E4F1			protein_coding
rep1_peak_998	chr1	151511784	151512023	+	53	NA	intron (ENST00000271636.12, intron 1 of 20)	protein_coding-intron (ENST00000271636.12, intron 1 of 20)	516	ENST00000427934.2	ENSG00000143375	ENST00000502442			CGN			protein_coding
rep1_peak_3650	chr14	103921525	103921731	+	53	NA	promoter-TSS (ENST00000286953.8)	protein_coding-promoter-TSS (ENST00000286953.8)	-62	ENST00000554528.1	ENSG00000156411	ENST00000286953			ATP5MJ			protein_coding
rep1_peak_6420	chr2	11466146	11466339	+	53	NA	promoter-TSS (ENST00000307236.8)	protein_coding-promoter-TSS (ENST00000307236.8)	-65	ENST00000546212.2	ENSG00000169016	ENST00000381525			E2F6			protein_coding
rep1_peak_12085	chr8	144465319	144465541	+	53	NA	promoter-TSS (ENST00000301332.3)	protein_coding-promoter-TSS (ENST00000301332.3)	0	ENST00000526887.5	ENSG00000291316	ENST00000438911			TMEM276-ZFTRAF1			protein_coding
rep1_peak_2918	chr12	111758156	111758370	+	53	NA	intron (ENST00000546840.3, intron 2 of 7)	protein_coding-intron (ENST00000546840.3, intron 2 of 7)	4373	ENST00000546840.3	ENSG00000257767	ENST00000546840			ENSG00000257767			protein_coding
rep1_peak_11490	chr7	143836681	143836971	+	53	NA	promoter-TSS (ENST00000463346.1)	lncRNA-promoter-TSS (ENST00000463346.1)	-96	ENST00000700950.1	ENSG00000291149	ENST00000702611			ENSG00000291149			lncRNA
rep1_peak_3909	chr15	51623022	51623211	+	53	NA	promoter-TSS (ENST00000251076.9)	protein_coding-promoter-TSS (ENST00000251076.9)	-283	ENST00000251076.9	ENSG00000104093	ENST00000559059			DMXL2			protein_coding
rep1_peak_12541	chr9	133103457	133103682	+	53	NA	TTS (ENST00000460587.1)	protein_coding-TTS (ENST00000460587.1)	762	ENST00000493067.5	ENSG00000160271	ENST00000372047			RALGDS			protein_coding
rep1_peak_4176	chr15	97295709	97295856	+	53	NA	promoter-TSS (ENST00000560314.1)	lncRNA-promoter-TSS (ENST00000560314.1)	-55	ENST00000656523.1	ENSG00000259485	ENST00000656523			LINC02253			lncRNA
rep1_peak_4489	chr16	30104569	30104782	+	53	NA	TTS (ENST00000360688.3)	protein_coding-TTS (ENST00000360688.3)	-3000	ENST00000566190.1	ENSG00000261367	ENST00000566190			ENSG00000261367			lncRNA
rep1_peak_4031	chr15	75480942	75481073	+	53	NA	TTS (ENST00000569468.1)	unprocessed_pseudogene-TTS (ENST00000569468.1)	346	ENST00000569468.1	ENSG00000260165	ENST00000569468			ENSG00000260165			unprocessed_pseudogene
rep1_peak_12437	chr9	113579033	113579212	+	53	NA	intron (ENST00000428429.1, intron 2 of 2)	protein_coding-intron (ENST00000342620.9, intron 1 of 4)	-1538	ENST00000374134.7	ENSG00000138835	ENST00000497435			RGS3			protein_coding
rep1_peak_724	chr1	116152095	116152436	+	53	NA	Intergenic	Intergenic	-11944	ENST00000426515.2	ENSG00000235933	ENST00000426515			LINC01779			lncRNA
rep1_peak_4280	chr16	4200294	4200466	+	53	NA	intron (ENST00000572111.1, intron 4 of 6)	protein_coding-intron (ENST00000399609.7, intron 3 of 5)	-16865	ENST00000573220.1	ENSG00000263105	ENST00000573220			ENSG00000263105			lncRNA
rep1_peak_11214	chr7	73822452	73822887	+	53	NA	intron (ENST00000466411.1, intron 1 of 3)	protein_coding-intron (ENST00000466411.1, intron 1 of 3)	-5075	ENST00000435050.1	ENSG00000189143	ENST00000435050			CLDN4			protein_coding
rep1_peak_2739	chr12	54304331	54304580	+	53	NA	intron (ENST00000548076.5, intron 1 of 3)	protein_coding-intron (ENST00000548076.5, intron 1 of 3)	3235	ENST00000548076.5	ENSG00000111481	ENST00000552848			COPZ1			protein_coding
rep1_peak_697	chr1	110338237	110338587	+	53	NA	promoter-TSS (ENST00000369784.9)	protein_coding-promoter-TSS (ENST00000369784.9)	-94	ENST00000652747.1	ENSG00000162775	ENST00000652342			RBM15			protein_coding
rep1_peak_5309	chr17	59154980	59155248	+	53	NA	promoter-TSS (ENST00000262293.9)	protein_coding-promoter-TSS (ENST00000262293.9)	60	ENST00000583380.5	ENSG00000182628	ENST00000437036			SKA2			protein_coding
rep1_peak_5406	chr17	75472210	75472394	+	53	NA	intron (ENST00000582186.5, intron 2 of 4)	protein_coding-intron (ENST00000314256.12, intron 2 of 31)	-4196	ENST00000375248.9	ENSG00000177728	ENST00000579241			TMEM94			protein_coding
rep1_peak_11375	chr7	102688507	102688867	+	53	NA	intron (ENST00000460726.2, intron 4 of 8)	unprocessed_pseudogene-intron (ENST00000460726.2, intron 4 of 8)	1782	ENST00000460726.2	ENSG00000233297	ENST00000460726			RASA4DP			unprocessed_pseudogene
rep1_peak_10148	chr6	10230649	10230874	+	52	NA	Intergenic	Intergenic	8725	ENST00000408656.1	ENSG00000221583	ENST00000408656			RNU6ATAC21P			snRNA
rep1_peak_12149	chr9	33159198	33159320	+	52	NA	intron (ENST00000535206.5, intron 1 of 2)	protein_coding-intron (ENST00000379731.5, intron 1 of 5)	-7689	ENST00000654325.1	ENSG00000233554	ENST00000654325			B4GALT1-AS1			lncRNA
rep1_peak_9789	chr5	76338047	76338231	+	52	NA	intron (ENST00000322285.7, intron 12 of 12)	protein_coding-intron (ENST00000322285.7, intron 12 of 12)	-26677	ENST00000502589.1	ENSG00000250348	ENST00000502589			ENSG00000250348			lncRNA
rep1_peak_1499	chr10	20622798	20623236	+	52	NA	Intergenic	Intergenic	71047	ENST00000577898.1	ENSG00000265372	ENST00000577898			MIR4675			miRNA
rep1_peak_10813	chr6	151390667	151390920	+	52	NA	intron (ENST00000325144.5, intron 1 of 2)	protein_coding-intron (ENST00000325144.5, intron 1 of 2)	766	ENST00000325144.5	ENSG00000181472	ENST00000325144			ZBTB2			protein_coding
rep1_peak_3265	chr13	99501185	99501405	+	52	NA	promoter-TSS (ENST00000366259.2)	lncRNA-promoter-TSS (ENST00000366259.2)	-177	ENST00000376387.5	ENSG00000125304	ENST00000376387			TM9SF2			protein_coding
rep1_peak_8897	chr3	186783153	186783513	+	52	NA	promoter-TSS (ENST00000323963.10)	protein_coding-promoter-TSS (ENST00000323963.10)	28	ENST00000445596.5	ENSG00000156976	ENST00000475409			EIF4A2			protein_coding
rep1_peak_9673	chr5	56429103	56429523	+	52	NA	Intergenic	Intergenic	35783	ENST00000653172.1	ENSG00000248727	ENST00000511661			LINC01948			lncRNA
rep1_peak_9237	chr4	82380378	82380555	+	52	NA	intron (ENST00000609575.2, intron 1 of 1)	lncRNA-intron (ENST00000609575.2, intron 1 of 1)	5898	ENST00000688760.1	ENSG00000272677	ENST00000609552			HNRNPD-DT			lncRNA
rep1_peak_1852	chr10	113922135	113922315	+	52	NA	Intergenic	Intergenic	-52611	ENST00000658044.1	ENSG00000287857	ENST00000658044			ENSG00000287857			lncRNA
rep1_peak_10718	chr6	114049767	114049952	+	52	NA	intron (ENST00000691803.1, intron 2 of 5)	lncRNA-intron (ENST00000519104.5, intron 4 of 9)	-29376	ENST00000404698.1	ENSG00000216723	ENST00000404698			NUDT19P3			processed_pseudogene
rep1_peak_534	chr1	44213313	44213505	+	52	NA	promoter-TSS (ENST00000315913.9)	protein_coding-promoter-TSS (ENST00000315913.9)	-46	ENST00000361745.10	ENSG00000178028	ENST00000487922			DMAP1			protein_coding
rep1_peak_1115	chr1	168098758	168098925	+	52	NA	intron (ENST00000546300.5, intron 1 of 4)	protein_coding-intron (ENST00000271357.9, intron 2 of 5)	6068	ENST00000493800.1	ENSG00000143147	ENST00000485232			GPR161			protein_coding
rep1_peak_3187	chr13	51935910	51936086	+	52	NA	intron (ENST00000674147.2, intron 15 of 16)	protein_coding-intron (ENST00000242839.10, intron 19 of 20)	-1477	ENST00000634519.1	ENSG00000123191	ENST00000400366			ATP7B			protein_coding
rep1_peak_12301	chr9	81502732	81502860	+	52	NA	Intergenic	Intergenic	14488	ENST00000457409.1	ENSG00000237072	ENST00000457409			ENSG00000237072			processed_pseudogene
rep1_peak_2973	chr12	122500955	122501103	+	52	NA	promoter-TSS (ENST00000536663.5)	protein_coding-promoter-TSS (ENST00000536663.5)	-97	ENST00000633063.3	ENSG00000033030	ENST00000538116			ZCCHC8			protein_coding
rep1_peak_7130	chr2	226838272	226838518	+	52	NA	intron (ENST00000448992.5, intron 2 of 2)	protein_coding-intron (ENST00000341329.7, intron 1 of 6)	847	ENST00000436481.1	ENSG00000144468	ENST00000437454			RHBDD1			protein_coding
rep1_peak_7970	chr21	43789320	43789425	+	52	NA	promoter-TSS (ENST00000475534.5)	protein_coding-promoter-TSS (ENST00000475534.5)	-141	ENST00000475534.5	ENSG00000160214	ENST00000492638			RRP1			protein_coding
rep1_peak_12121	chr9	14326456	14326642	+	52	NA	intron (ENST00000671131.1, intron 1 of 1)	protein_coding-intron (ENST00000380934.8, intron 1 of 8)	-4211	ENST00000606230.2	ENSG00000147862	ENST00000397579			NFIB			protein_coding
rep1_peak_2497	chr11	130002544	130002662	+	52	NA	promoter-TSS (ENST00000530583.1)	lncRNA-promoter-TSS (ENST00000530583.1)	182	ENST00000531431.1	ENSG00000170325	ENST00000358825			PRDM10			protein_coding
rep1_peak_1247	chr1	209653145	209653264	+	52	NA	promoter-TSS (ENST00000356082.9)	protein_coding-promoter-TSS (ENST00000356082.9)	-779	ENST00000356082.9	ENSG00000196878	ENST00000356082			LAMB3			protein_coding
rep1_peak_6628	chr2	72916126	72916270	+	52	NA	promoter-TSS (ENST00000394111.6)	protein_coding-promoter-TSS (ENST00000394111.6)	-62	ENST00000394111.6	ENSG00000135638	ENST00000491023			EMX1			protein_coding
rep1_peak_9787	chr5	73278840	73279045	+	52	NA	intron (ENST00000692101.1, intron 1 of 5)	lncRNA-intron (ENST00000513280.2, intron 1 of 5)	-12648	ENST00000503403.1	ENSG00000249743	ENST00000427584			ENSG00000249743			lncRNA
rep1_peak_401	chr1	20187198	20187388	+	52	NA	promoter-TSS (ENST00000442226.1)	protein_coding-promoter-TSS (ENST00000442226.1)	-775	ENST00000679259.1	ENSG00000187980	ENST00000679259			PLA2G2C			protein_coding
rep1_peak_5014	chr17	20155662	20155853	+	52	NA	promoter-TSS (ENST00000395522.6)	protein_coding-promoter-TSS (ENST00000395522.6)	15	ENST00000579688.2	ENSG00000128487	ENST00000679255			SPECC1			protein_coding
rep1_peak_520	chr1	41514419	41514647	+	52	NA	intron (ENST00000643665.1, intron 6 of 7)	protein_coding-intron (ENST00000372583.6, intron 7 of 8)	-20910	ENST00000440249.1	ENSG00000230881	ENST00000440249			ENSG00000230881			lncRNA
rep1_peak_8424	chr3	42079753	42079944	+	52	NA	intron (ENST00000673621.2, intron 1 of 16)	protein_coding-intron (ENST00000487159.5, intron 1 of 16)	-7352	ENST00000484786.5	ENSG00000182606	ENST00000427771			TRAK1			protein_coding
rep1_peak_6359	chr19	58476060	58476291	+	52	NA	promoter-TSS (ENST00000335841.8)	protein_coding-promoter-TSS (ENST00000335841.8)	19	ENST00000600013.5	ENSG00000083838	ENST00000391694			ZNF446			protein_coding
rep1_peak_3300	chr13	112913590	112913796	+	52	NA	intron (ENST00000375608.7, intron 2 of 29)	protein_coding-intron (ENST00000375608.7, intron 2 of 29)	11498	ENST00000442625.2	ENSG00000126217	ENST00000413354			MCF2L			protein_coding
rep1_peak_7186	chr2	238098560	238098725	+	52	NA	TTS (ENST00000412508.6)	protein_coding-TTS (ENST00000412508.6)	-1698	ENST00000343063.8	ENSG00000144488	ENST00000343063			ESPNL			protein_coding
rep1_peak_5423	chr17	76872493	76872673	+	52	NA	promoter-TSS (ENST00000428789.6)	protein_coding-promoter-TSS (ENST00000428789.6)	-64	ENST00000428789.6	ENSG00000167889	ENST00000569840			MGAT5B			protein_coding
rep1_peak_7877	chr21	14712139	14712432	+	52	NA	intron (ENST00000700842.1, intron 2 of 2)	lncRNA-intron (ENST00000673788.1, intron 3 of 3)	32323	ENST00000688014.1	ENSG00000232884	ENST00000658213			ENSG00000232884			lncRNA
